target_enzyme,target_family,stage,critical_transition_score,herbicide_target_family,herbicide_site_of_action,wssa_group,known_inhibitor_classes,resistance_risks,scenario_selectivity_margin,weed_vulnerability_score,crop_vulnerability_score,compound_a,compound_b,compound_a_source,compound_b_source,compound_a_priority_class,compound_b_priority_class,compound_a_exclusion_reason,compound_b_exclusion_reason,compound_a_phytochemical_class,compound_b_phytochemical_class,compound_a_phytochemical_class_score,compound_b_phytochemical_class_score,phytochemical_class_pair,compound_a_intervention_suitability_score,compound_b_intervention_suitability_score,intervention_suitability_score,compound_priority_class,compound_exclusion_reason,compound_a_functional_group_hits,compound_b_functional_group_hits,predicted_single_a,predicted_single_b,bliss_expected,mechanistic_complementarity,synergy_delta,inhibit_synergy,synergy_group_score,synergy_edge_sum,epsilon_threshold,synergy_match_schema,compound_source_score_list,compound_a_evidence_types,compound_b_evidence_types,predicted_combined_perturbation,crop_impact_estimate,environmental_persistence_proxy,toxicity_hazard_proxy,control_compound_penalty,optimization_objective,functional_silencing_threshold,meets_functional_silencing_proxy,evidence_class,synergy_evidence_class,proxy_notes,diversity_selection_phase,diversity_selection_relaxed
LL-Diaminopimelate aminotransferase; LL-DAP aminotransferase,Aminotransferase,unassigned_stage,0.563824,unmapped,unmapped,unmapped,,,0.58510592,0.46510592,0.38,2-hydroxyethylphosphonate,4-hydroxybenzoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.81,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.5012298851282051,0.5532929102564103,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.5642723449846154,0.47557278126153846,0.77149255775285,0.48037757099977,0.25308625781903554,True,0.7589905279948719,1.0039134098358975,0.92,active_site_compatibility;functional_group_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.587]|4-hydroxybenzoate:[SKiD_substrates,0.417]",active_site_compatibility;functional_group_match;known_inhibitor_class_similarity;transition_state_mimicry,known_inhibitor_class_similarity,0.8293246511949806,0.3440818881788624,0.025346333333333342,0.25580458333333334,0.15,0.414826038378207,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_1,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,S-adenosyl-L-methionine,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organosulfur_sulfonate,unclassified_or_unknown,0.63,0.0,organosulfur_sulfonate||unclassified_or_unknown,0.3344588823076924,0.38522908743589745,0.3598439848717949,known_inhibitor_like||known_inhibitor_like,,,phenolic_or_aromatic_hydroxyl,0.4068307575076923,0.45140783436923076,0.674592000675582,0.6349401009347929,0.25646049906914037,False,0.58984044944932,0.6972448324820514,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"S-adenosyl-L-methionine:[SKiD_substrates,0.300]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.397]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.7580462985834128,0.1168929224149022,0.045516333333333325,0.3725716666666664,0.15,0.4131100775528067,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,S-adenosyl-L-methionine,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organosulfur_sulfonate,unclassified_or_unknown,0.63,0.0,organosulfur_sulfonate||unclassified_or_unknown,0.3344588823076924,0.38522908743589745,0.3598439848717949,known_inhibitor_like||known_inhibitor_like,,,phenolic_or_aromatic_hydroxyl,0.4068307575076923,0.45140783436923076,0.674592000675582,0.6349401009347929,0.25646049906914037,False,0.58984044944932,0.6972448324820514,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"S-adenosyl-L-methionine:[SKiD_substrates,0.300]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.397]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.7580462985834128,0.1168929224149022,0.045516333333333325,0.3725716666666664,0.15,0.4131100775528067,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,"2-chloro-1,4-benzoquinone",SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3658765997435897,0.3755528435897436,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.5414078343692308,0.44038690947692305,0.7433658209016945,0.34203912399209263,0.2986775362171038,False,0.8172805216584839,0.8665726301025641,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|2-chloro-1,4-benzoquinone:[SKiD_substrates,0.361]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.8200166852238753,0.27901289271999274,0.16112166666666664,0.19645625,0.15,0.412498695801089,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,methoxyhydroquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.362153877948718,0.37369148269230773,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.45140783436923076,0.35000911021538467,0.6434200901327872,0.3712309069366067,0.2188588031152327,False,0.6446513325924639,0.6502692852769232,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.397]|methoxyhydroquinone:[SKiD_substrates,0.253]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.721460742421263,0.11125132428829695,0.18442899999999995,0.21353624999999998,0.15,0.4106846211929408,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,methoxyhydroquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.362153877948718,0.37369148269230773,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.45140783436923076,0.35000911021538467,0.6434200901327872,0.3712309069366067,0.2188588031152327,False,0.6446513325924639,0.6502692852769232,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.397]|methoxyhydroquinone:[SKiD_substrates,0.253]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.721460742421263,0.11125132428829695,0.18442899999999995,0.21353624999999998,0.15,0.4106846211929408,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,Thionicotinamide,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,unclassified_or_unknown,alkaloid_nitrogenous,0.0,0.63,alkaloid_nitrogenous||unclassified_or_unknown,0.38522908743589745,0.34016879,0.3626989387179487,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl,,0.5414078343692308,0.4439561812,0.745002660950905,0.30873814450146625,0.28875996870711473,False,0.7954839038713934,0.9012560580205128,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|Thionicotinamide:[SKiD_substrates,0.396]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;transition_state_mimicry,0.8186356845951192,0.2785430035247842,0.15123133333333333,0.18831416666666667,0.15,0.4106782470232162,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,p-toluquinone,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.3711566935897436,0.3484551969230769,0.3598059452564103,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.44145817772307694,0.44281011852307683,0.6887861482456166,0.3844746918504251,0.2948987462841013,False,0.753851676394582,0.7476760584358975,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"p-toluquinone:[SKiD_substrates,0.362]|3-hydroxypropanoic acid:[SKiD_substrates,0.385]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.7805627229542305,0.2655885754585535,0.09409933333333333,0.16262333333333334,0.15,0.40952062606279815,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,p-toluquinone,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.3711566935897436,0.3484551969230769,0.3598059452564103,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.35145817772307697,0.35281011852307687,0.5802702949077705,0.3844746918504251,0.2099074419362752,False,0.5816777633511038,0.5316760584358975,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"p-toluquinone:[SKiD_substrates,0.254]|3-hydroxypropanoic acid:[SKiD_substrates,0.277]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.6683746836083475,0.103065301131496,0.09409933333333333,0.16262333333333334,0.15,0.40887669528367476,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,p-toluquinone,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.3711566935897436,0.3484551969230769,0.3598059452564103,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.35145817772307697,0.35281011852307687,0.5802702949077705,0.3844746918504251,0.2099074419362752,False,0.5816777633511038,0.5316760584358975,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"p-toluquinone:[SKiD_substrates,0.254]|3-hydroxypropanoic acid:[SKiD_substrates,0.277]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.6683746836083475,0.103065301131496,0.09409933333333333,0.16262333333333334,0.15,0.40887669528367476,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,"1,4-benzoquinone",2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.38057470358974366,0.3495196248717949,0.36504716423076927,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.443602167323077,0.44496263793846147,0.6911784146942433,0.15991552211782847,0.2548931480748867,False,0.7561575227426534,0.7517629186923077,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"1,4-benzoquinone:[SKiD_substrates,0.364]|2-Hydroxyoctanoate:[SKiD_substrates,0.387]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.7698949207663048,0.261958826941174,0.11561699999999991,0.13126291666666662,0.15,0.40861263771859335,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
pseudo GABA aminotransferase 3,Aminotransferase,unassigned_stage,0.563824,unmapped,unmapped,unmapped,,,0.58510592,0.46510592,0.38,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.6053559353846154,0.5197507030769231,0.5625533192307692,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.5642723449846154,0.45518939547692305,0.7626109528636456,0.3851988073621863,0.2376673745294089,True,0.7685088289123077,1.0445596076923076,0.92,active_site_compatibility;functional_group_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.587]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.458]",active_site_compatibility;functional_group_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;transition_state_mimicry,0.819030584438581,0.33981094082250746,0.0,0.3070220833333333,0.15,0.4080919564989044,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_2,False
photosystem II,PSII,early_vegetative,0.49684122671512376,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.6597472981372098,0.6197472981372099,0.4600000000000001,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,5-Hydroxyuracil,SKiD_substrates,SKiD_substrates,known_inhibitor_like,low_priority_unknown,,,unclassified_or_unknown,unclassified_or_unknown,0.0,0.0,unclassified_or_unknown||unclassified_or_unknown,0.38522908743589745,0.24274297461538458,0.31398603102564104,known_inhibitor_like||low_priority_unknown,,phenolic_or_aromatic_hydroxyl,phenolic_or_aromatic_hydroxyl,0.5414078343692308,0.4115784338153846,0.7301544796595483,0.367214830832745,0.2865883392921897,False,0.7249426096794201,0.8612268269435897,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|5-Hydroxyuracil:[SKiD_substrates,0.356]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.8074890591993551,0.2747503341172231,0.045516333333333325,0.21631500000000004,0.15,0.40764853553523306,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3-indolelactate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,unclassified_or_unknown,alkaloid_nitrogenous,0.0,0.63,alkaloid_nitrogenous||unclassified_or_unknown,0.38522908743589745,0.3170645535897436,0.35114682051282053,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,alkaloid_nitrogenous,0.45140783436923076,0.3365550837230769,0.6360393166029183,0.09729127157049906,0.1535429614473427,False,0.5557251809147381,0.640717045271795,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.397]|3-indolelactate:[SKiD_substrates,0.244]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match,0.6919229177821049,0.10669650666000381,0.09868466666666662,0.18225583333333334,0.15,0.40752959048258597,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,S-adenosyl-L-methionine,"1,4-benzoquinone",SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,organosulfur_sulfonate,quinone_redox_candidate,0.63,0.81,organosulfur_sulfonate||quinone_redox_candidate,0.3344588823076924,0.38057470358974366,0.357516792948718,known_inhibitor_like||oxidative_stress_inducer_candidate,,,quinone_ros_redox,0.4068307575076923,0.353602167323077,0.6165766872423601,0.7462441552615308,0.2831122295297083,False,0.6266015643479599,0.5565322531128206,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"S-adenosyl-L-methionine:[SKiD_substrates,0.300]|1,4-benzoquinone:[SKiD_substrates,0.256]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7251285161708422,0.11181690556367047,0.05691533333333332,0.34727874999999975,0.15,0.4075234619341891,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,S-adenosyl-L-methionine,"1,4-benzoquinone",SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,organosulfur_sulfonate,quinone_redox_candidate,0.63,0.81,organosulfur_sulfonate||quinone_redox_candidate,0.3344588823076924,0.38057470358974366,0.357516792948718,known_inhibitor_like||oxidative_stress_inducer_candidate,,,quinone_ros_redox,0.4068307575076923,0.353602167323077,0.6165766872423601,0.7462441552615308,0.2831122295297083,False,0.6266015643479599,0.5565322531128206,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"S-adenosyl-L-methionine:[SKiD_substrates,0.300]|1,4-benzoquinone:[SKiD_substrates,0.256]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7251285161708422,0.11181690556367047,0.05691533333333332,0.34727874999999975,0.15,0.4075234619341891,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,isethionate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,natural_product_candidate,known_inhibitor_like,,,organosulfur_sulfonate,unclassified_or_unknown,0.63,0.0,organosulfur_sulfonate||unclassified_or_unknown,0.2738031161538461,0.38522908743589745,0.3295161017948718,known_inhibitor_like||natural_product_candidate,,,phenolic_or_aromatic_hydroxyl,0.31331361575384614,0.45140783436923076,0.6232892293572398,0.4012391660991513,0.2038272355420332,False,0.5311343646899219,0.6039408060512821,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity,"isethionate:[SKiD_substrates,0.207]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.397]",herbicide_target_atlas_match,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.7000731443362626,0.1079532950673074,0.045516333333333325,0.2303870833333333,0.15,0.40591700338526604,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
