enzyme_key,enzyme_name,enzyme_family,stage,target_class,anchor_hit,source_evidence,evidence_class,species,substrate,product,kinetic_records,median_parameter,pH_median,temp_median,uniprot_count,organism_count,site_types,plant_like_records,stage_assigned,stage_index,kinetic_evidence_score,organism_evidence_score,plant_context_score,anchor_score,structure_score,natural_inhibitor_evidence_score,crop_selectivity_margin,uncertainty_penalty,pathway_essentiality_score,criticality_score_formula,trajectory_peak,trajectory_curvature_max,trajectory_critical_t,enzyme_state_text,enzyme_state_cluster
class I glutamine amidotransferase,class I glutamine amidotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,Glutamine (Gln);glutamine,Ammonia (NH3);ammonia;glutamic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,class I glutamine amidotransferase Aminotransferase Glutamine (Gln);glutamine Ammonia (NH3);ammonia;glutamic acid curated_family_function unassigned_stage,2
tryptophan aminotransferase,tryptophan aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,tryptophan,indole-3-pyruvic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,tryptophan aminotransferase Aminotransferase tryptophan indole-3-pyruvic acid curated_family_function unassigned_stage,2
serine-glyoxylate aminotransferase,serine-glyoxylate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,serine; glyoxylate,hydroxypyruvate; glycine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,serine-glyoxylate aminotransferase Aminotransferase serine; glyoxylate hydroxypyruvate; glycine curated_family_function unassigned_stage,2
LL-Diaminopimelate Aminotransferase,LL-Diaminopimelate Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,tetrahydrodipicolinate,LL-diaminopimelate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,LL-Diaminopimelate Aminotransferase Aminotransferase tetrahydrodipicolinate LL-diaminopimelate curated_family_function unassigned_stage,2
LL-Diaminopimelate Aminotransferase,LL-Diaminopimelate Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,LL-diaminopimelate,tetrahydrodipicolinate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,LL-Diaminopimelate Aminotransferase Aminotransferase LL-diaminopimelate tetrahydrodipicolinate curated_family_function unassigned_stage,2
alanine:glyoxylate aminotransferase 1,alanine:glyoxylate aminotransferase 1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Homo sapiens,serine; pyruvate,,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,alanine:glyoxylate aminotransferase 1 Aminotransferase serine; pyruvate curated_family_function unassigned_stage,2
alanine:glyoxylate aminotransferase 1,alanine:glyoxylate aminotransferase 1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Homo sapiens,alanine; glyoxylate,,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,alanine:glyoxylate aminotransferase 1 Aminotransferase alanine; glyoxylate curated_family_function unassigned_stage,2
Aspartate aminotransferase 2,Aspartate aminotransferase 2,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Homo sapiens,Aspartate; 2-Oxoglutarate,Oxaloacetate; Glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Aspartate aminotransferase 2 Aminotransferase Aspartate; 2-Oxoglutarate Oxaloacetate; Glutamate curated_family_function unassigned_stage,2
Plant Leaf alanine 2-oxoglutarate aminotransferase,Plant Leaf alanine 2-oxoglutarate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,,Alanine; 2-Oxoglutarate,Pyruvate; Glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Plant Leaf alanine 2-oxoglutarate aminotransferase Aminotransferase Alanine; 2-Oxoglutarate Pyruvate; Glutamate curated_family_function unassigned_stage,2
"Tyrosine aminotransferase, mitochondrial","Tyrosine aminotransferase, mitochondrial",Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Saccharomyces cerevisiae,L-tyrosine; alpha-ketoglutarate,p-hydroxyphenylpyruvate; L-glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,"Tyrosine aminotransferase, mitochondrial Aminotransferase L-tyrosine; alpha-ketoglutarate p-hydroxyphenylpyruvate; L-glutamate curated_family_function unassigned_stage",2
Aspartate aminotransferase 1,Aspartate aminotransferase 1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Saccharomyces cerevisiae,L-aspartate; alpha-ketoglutarate,oxaloacetate; L-glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Aspartate aminotransferase 1 Aminotransferase L-aspartate; alpha-ketoglutarate oxaloacetate; L-glutamate curated_family_function unassigned_stage,2
Aspartate aminotransferase 2,Aspartate aminotransferase 2,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Saccharomyces cerevisiae,L-aspartate; alpha-ketoglutarate,oxaloacetate; L-glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Aspartate aminotransferase 2 Aminotransferase L-aspartate; alpha-ketoglutarate oxaloacetate; L-glutamate curated_family_function unassigned_stage,2
acetylornithine aminotransferase,acetylornithine aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Saccharomyces cerevisiae,N-acetyl-Glu-5-semialdehyde,N2-acetyl-Orn,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,acetylornithine aminotransferase Aminotransferase N-acetyl-Glu-5-semialdehyde N2-acetyl-Orn curated_family_function unassigned_stage,2
aspartate aminotransferase,aspartate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Lycopersicon esculentum,aspartate,oxaloacetate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,aspartate aminotransferase Aminotransferase aspartate oxaloacetate curated_family_function unassigned_stage,2
aspartate aminotransferase,aspartate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Lycopersicon esculentum,2-oxoglutarate,glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,aspartate aminotransferase Aminotransferase 2-oxoglutarate glutamate curated_family_function unassigned_stage,2
a-N-acetyl-ornithine aminotransferase,a-N-acetyl-ornithine aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Paul's Scarlet Rose,a-N-acetyl-L-ornithine;a-ketoglutarate,N-acetyl glutamic semialdehyde;glutamic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,a-N-acetyl-ornithine aminotransferase Aminotransferase a-N-acetyl-L-ornithine;a-ketoglutarate N-acetyl glutamic semialdehyde;glutamic acid curated_family_function unassigned_stage,2
a-N-acetyl-ornithine aminotransferase,a-N-acetyl-ornithine aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Paul's Scarlet Rose,L-ornithine;a-ketoglutarate,glutamic semialdehyde;glutamic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,a-N-acetyl-ornithine aminotransferase Aminotransferase L-ornithine;a-ketoglutarate glutamic semialdehyde;glutamic acid curated_family_function unassigned_stage,2
Glutamate 1-semialdehyde aminotransferase,Glutamate 1-semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Synechococcus PCC6301,glutamate 1-semialdehyde,A-aminolevulinate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Glutamate 1-semialdehyde aminotransferase Aminotransferase glutamate 1-semialdehyde A-aminolevulinate curated_family_function unassigned_stage,2
Glutamate 1-semialdehyde aminotransferase,Glutamate 1-semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Salmonella typhimurium,glutamate 1-semialdehyde,A-aminolevulinate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Glutamate 1-semialdehyde aminotransferase Aminotransferase glutamate 1-semialdehyde A-aminolevulinate curated_family_function unassigned_stage,2
Aberrant Growth and Death2,Aberrant Growth and Death2,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,,,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Aberrant Growth and Death2 Aminotransferase curated_family_function unassigned_stage,2
AGD2-Like Defense Response Protein1,AGD2-Like Defense Response Protein1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,,,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,AGD2-Like Defense Response Protein1 Aminotransferase curated_family_function unassigned_stage,2
Arginase,Arginase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Pisum sativum,Arginine,Ornithine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Arginase Aminotransferase Arginine Ornithine curated_family_function unassigned_stage,2
FISH BONE,FISH BONE,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Oryza sativa,Tryptophan; L-tryptophan,Indole-3-pyruvic acid; indole-3-pyruvic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,FISH BONE Aminotransferase Tryptophan; L-tryptophan Indole-3-pyruvic acid; indole-3-pyruvic acid curated_family_function unassigned_stage,2
FISH BONE,FISH BONE,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Oryza sativa,Indole-3-pyruvic acid,L-tryptophan,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,FISH BONE Aminotransferase Indole-3-pyruvic acid L-tryptophan curated_family_function unassigned_stage,2
GABA transaminase,GABA transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,GABA; 2-oxoglutarate,succinic semialdehyde; glutamate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,GABA transaminase Aminotransferase GABA; 2-oxoglutarate succinic semialdehyde; glutamate curated_family_function unassigned_stage,2
Glutamate oxaloacetate transaminase 1,Glutamate oxaloacetate transaminase 1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Homo sapiens,L-glutamate; oxaloacetate,Î±-ketoglutarate; L-aspartate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Glutamate oxaloacetate transaminase 1 Aminotransferase L-glutamate; oxaloacetate Î±-ketoglutarate; L-aspartate curated_family_function unassigned_stage,2
glutamate pyruvate transaminase,glutamate pyruvate transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Citrus sinensis,pyruvate; glutamate,,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,glutamate pyruvate transaminase Aminotransferase pyruvate; glutamate curated_family_function unassigned_stage,2
Glutamic pyruvic transaminase,Glutamic pyruvic transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Oryza sativa,Glutamate,Alanine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Glutamic pyruvic transaminase Aminotransferase Glutamate Alanine curated_family_function unassigned_stage,2
Hydroxypyruvate : L-alanine transaminase,Hydroxypyruvate : L-alanine transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Pisum sativum,Hydroxypyruvate; L-alanine,Pyruvate; L-serine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Hydroxypyruvate : L-alanine transaminase Aminotransferase Hydroxypyruvate; L-alanine Pyruvate; L-serine curated_family_function unassigned_stage,2
Indole Severe Sensitive 1,Indole Severe Sensitive 1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,tryptophan,indole-3-pyruvate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Indole Severe Sensitive 1 Aminotransferase tryptophan indole-3-pyruvate curated_family_function unassigned_stage,2
Indole Severe Sensitive 1,Indole Severe Sensitive 1,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Arabidopsis thaliana,phenylalanine,phenylpyruvate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Indole Severe Sensitive 1 Aminotransferase phenylalanine phenylpyruvate curated_family_function unassigned_stage,2
phosphohydroxypyruvate:L-glutamate transaminase,phosphohydroxypyruvate:L-glutamate transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Pisum sativum,phosphohydroxypyruvate;L-glutamate,L-P-serine;a-ketoglutarate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,phosphohydroxypyruvate:L-glutamate transaminase Aminotransferase phosphohydroxypyruvate;L-glutamate L-P-serine;a-ketoglutarate curated_family_function unassigned_stage,2
serine:glyoxylate transaminase,serine:glyoxylate transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Spinacia oleracea,L-serine; pyruvate,Hydroxypyruvate; L-alanine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,serine:glyoxylate transaminase Aminotransferase L-serine; pyruvate Hydroxypyruvate; L-alanine curated_family_function unassigned_stage,2
serine:glyoxylate transaminase,serine:glyoxylate transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Spinacia oleracea,glyoxylate; L-serine,Hydroxypyruvate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,serine:glyoxylate transaminase Aminotransferase glyoxylate; L-serine Hydroxypyruvate curated_family_function unassigned_stage,2
serine:glyoxylate transaminase,serine:glyoxylate transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Spinacia oleracea,L-serine,L-alanine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,serine:glyoxylate transaminase Aminotransferase L-serine L-alanine curated_family_function unassigned_stage,2
serine:glyoxylate transaminase,serine:glyoxylate transaminase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Spinacia oleracea,pyruvate,Hydroxypyruvate; L-alanine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,serine:glyoxylate transaminase Aminotransferase pyruvate Hydroxypyruvate; L-alanine curated_family_function unassigned_stage,2
glutamate 1-semialdehyde aminotransferase,glutamate 1-semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Escherichia coli,glutamate 1-semialdehyde,5-aminolevulinic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,glutamate 1-semialdehyde aminotransferase Aminotransferase glutamate 1-semialdehyde 5-aminolevulinic acid curated_family_function unassigned_stage,2
Glutamate-1-semialdehyde aminotransferase,Glutamate-1-semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Synechococcus sp.,Glutamate semialdehyde,5-Aminolevulinic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,0,0.0,0.0,0.65,0.45,0.55,0.14700000000000002,0.137595316010626,6.369119038137695,0.36363636363636365,Glutamate-1-semialdehyde aminotransferase Aminotransferase Glutamate semialdehyde 5-Aminolevulinic acid curated_family_function unassigned_stage,0
glutamate-1-semialdehyde aminotransferase,glutamate-1-semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Cyanidium caldarium,glutamate,5-aminolevulinic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,glutamate-1-semialdehyde aminotransferase Aminotransferase glutamate 5-aminolevulinic acid curated_family_function unassigned_stage,2
glutamate-1-semialdehyde aminotransferase,glutamate-1-semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Euglena gracilis,glutamate-1-semialdehyde,5-aminolevulinic acid,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,glutamate-1-semialdehyde aminotransferase Aminotransferase glutamate-1-semialdehyde 5-aminolevulinic acid curated_family_function unassigned_stage,2
Serine-pyruvate aminotransferase,Serine-pyruvate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Cyanidium caldarium,alanine; hydroxypyruvate,pyruvate; serine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Serine-pyruvate aminotransferase Aminotransferase alanine; hydroxypyruvate pyruvate; serine curated_family_function unassigned_stage,2
serine-glyoxylate aminotransferase,serine-glyoxylate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Cyanidium caldarium,serine; glyoxylate,hydroxypyruvate; glycine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,serine-glyoxylate aminotransferase Aminotransferase serine; glyoxylate hydroxypyruvate; glycine curated_family_function unassigned_stage,2
prephenate aminotransferase,prephenate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Nicotiana sylvestris,prephenate;glutamate,L-arogenate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,prephenate aminotransferase Aminotransferase prephenate;glutamate L-arogenate curated_family_function unassigned_stage,2
prephenate aminotransferase,prephenate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Sorghum bicolor,prephenate;glutamate,L-arogenate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,prephenate aminotransferase Aminotransferase prephenate;glutamate L-arogenate curated_family_function unassigned_stage,2
prephenate aminotransferase,prephenate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Anchusa officinalis,prephenate;glutamate,L-arogenate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,prephenate aminotransferase Aminotransferase prephenate;glutamate L-arogenate curated_family_function unassigned_stage,2
Asparagine Aminotransferase,Asparagine Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Pisum sativum,L-Asparagine;Pyruvate,2-Oxosuccinamate;Alanine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Asparagine Aminotransferase Aminotransferase L-Asparagine;Pyruvate 2-Oxosuccinamate;Alanine curated_family_function unassigned_stage,2
Asparagine Aminotransferase,Asparagine Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Pisum sativum,L-Asparagine;Glyoxylate,2-Oxosuccinamate;Glycine,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Asparagine Aminotransferase Aminotransferase L-Asparagine;Glyoxylate 2-Oxosuccinamate;Glycine curated_family_function unassigned_stage,2
Serine-Glyoxylate Aminotransferase,Serine-Glyoxylate Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,1,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence,Pisum sativum,Serine;Glyoxylate,Glycine;Hydroxypyruvate,0.0,,,,,0.0,,0.0,unassigned_stage,3.0,0.0,0.0,0.0,1,0.0,0.0,0.73,0.41000000000000003,0.85,0.3942,0.3689800923223725,17.07963758390394,0.36363636363636365,Serine-Glyoxylate Aminotransferase Aminotransferase Serine;Glyoxylate Glycine;Hydroxypyruvate curated_family_function unassigned_stage,2
