target_enzyme,target_family,stage,compound_a,compound_b,dose_relative,predicted_inhibition,weed_activity_remaining,crop_activity_remaining,selectivity_index,model,evidence_class
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",10.0,0.8520058615632419,0.14799413843675813,0.8686182423700668,5.869274631719625,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.03,0.004745586236287728,0.9952544137637123,0.9992682169350761,1.0040329418446736,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.1,0.02744197426990713,0.9725580257300929,0.9957683685346944,1.0238652524482308,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.3,0.1236803900163488,0.8763196099836512,0.9809281276599557,1.1193725628007527,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",1.0,0.43370693924865417,0.5662930607513459,0.9331211408918725,1.6477707490426012,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",3.0,0.732402303940206,0.267597696059794,0.8870614554137849,3.3149069236215447,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",10.0,0.8520058615632419,0.14799413843675813,0.8686182423700668,5.869274631719625,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.0024616736604025817,0.9975383263395974,0.9996204028319458,1.0020872145333888,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.01810068101935356,0.9818993189806464,0.9972088228568543,1.015591724711757,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.10270513372870961,0.8972948662712904,0.9841625725882478,1.0968106578809886,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.44217140483934964,0.5578285951606503,0.9318158959201264,1.6704340795791772,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.7738048034024836,0.2261951965975164,0.8806770707575032,3.8934384284231656,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8825227350941582,0.11747726490584176,0.8639124525830038,7.353869306332856,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.0024616736604025817,0.9975383263395974,0.9996204028319458,1.0020872145333888,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.01810068101935356,0.9818993189806464,0.9972088228568543,1.015591724711757,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.10270513372870961,0.8972948662712904,0.9841625725882478,1.0968106578809886,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.44217140483934964,0.5578285951606503,0.9318158959201264,1.6704340795791772,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.7738048034024836,0.2261951965975164,0.8806770707575032,3.8934384284231656,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8825227350941582,0.11747726490584176,0.8639124525830038,7.353869306332856,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.0024616736604025817,0.9975383263395974,0.9996204028319458,1.0020872145333888,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.01810068101935356,0.9818993189806464,0.9972088228568543,1.015591724711757,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.10270513372870961,0.8972948662712904,0.9841625725882478,1.0968106578809886,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.44217140483934964,0.5578285951606503,0.9318158959201264,1.6704340795791772,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.7738048034024836,0.2261951965975164,0.8806770707575032,3.8934384284231656,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8825227350941582,0.11747726490584176,0.8639124525830038,7.353869306332856,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.03,0.004491629963094799,0.9955083700369052,0.9993092527970974,1.0038180319468848,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.1,0.025976398722694822,0.9740236012773051,0.9960052085976333,1.0225678384912873,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.3,0.11713167169846325,0.8828683283015367,0.981986856606222,1.1122687552914823,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",1.0,0.411383395585596,0.588616604414404,0.9367352314958904,1.5914182924347142,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",3.0,0.6957500421755639,0.3042499578244361,0.8930037871550334,2.9350991321100883,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",10.0,0.809856239908683,0.19014376009131695,0.8754559175474281,4.604179054453265,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.0031090413225624545,0.9968909586774376,0.9995205768740218,1.002637819285745,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.02089271490552114,0.9791072850944789,0.9967782831905497,1.0180480713044289,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.10889466861886637,0.8911053313811337,0.9832081284823252,1.1033579239823876,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.4366180640965022,0.5633819359034977,0.9326722370562948,1.6554883598824743,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.7595977530055715,0.24040224699442847,0.8828678388450122,3.6724608437851805,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8749313389090424,0.1250686610909576,0.8650830677379695,6.916865185826432,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.0031090413225624545,0.9968909586774376,0.9995205768740218,1.002637819285745,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.02089271490552114,0.9791072850944789,0.9967782831905497,1.0180480713044289,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.10889466861886637,0.8911053313811337,0.9832081284823252,1.1033579239823876,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.4366180640965022,0.5633819359034977,0.9326722370562948,1.6554883598824743,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.7595977530055715,0.24040224699442847,0.8828678388450122,3.6724608437851805,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8749313389090424,0.1250686610909576,0.8650830677379695,6.916865185826432,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.0031090413225624545,0.9968909586774376,0.9995205768740218,1.002637819285745,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.02089271490552114,0.9791072850944789,0.9967782831905497,1.0180480713044289,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.10889466861886637,0.8911053313811337,0.9832081284823252,1.1033579239823876,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.4366180640965022,0.5633819359034977,0.9326722370562948,1.6554883598824743,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.7595977530055715,0.24040224699442847,0.8828678388450122,3.6724608437851805,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8749313389090424,0.1250686610909576,0.8650830677379695,6.916865185826432,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.004504289029720475,0.9954957109702796,0.9993054256592647,1.0038269523886467,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.026254989686528046,0.9737450103134719,0.9959514049759671,1.0228051434690755,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.11947669790833358,0.8805233020916664,0.981576349089645,1.1147647617705618,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.4251605887471142,0.5748394112528858,0.9344390127526994,1.6255653221758952,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.7247946315623166,0.2752053684376834,0.8882345804045518,3.227533624968805,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8454479845027039,0.15455201549729614,0.8696294858994876,5.6267754458025925,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.004504289029720475,0.9954957109702796,0.9993054256592647,1.0038269523886467,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.026254989686528046,0.9737450103134719,0.9959514049759671,1.0228051434690755,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.11947669790833358,0.8805233020916664,0.981576349089645,1.1147647617705618,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.4251605887471142,0.5748394112528858,0.9344390127526994,1.6255653221758952,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.7247946315623166,0.2752053684376834,0.8882345804045518,3.227533624968805,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8454479845027039,0.15455201549729614,0.8696294858994876,5.6267754458025925,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.004504289029720475,0.9954957109702796,0.9993054256592647,1.0038269523886467,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.026254989686528046,0.9737450103134719,0.9959514049759671,1.0228051434690755,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.11947669790833358,0.8805233020916664,0.981576349089645,1.1147647617705618,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.4251605887471142,0.5748394112528858,0.9344390127526994,1.6255653221758952,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.7247946315623166,0.2752053684376834,0.8882345804045518,3.227533624968805,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8454479845027039,0.15455201549729614,0.8696294858994876,5.6267754458025925,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,0.03,0.007856267764556796,0.9921437322354432,0.9987885408846542,1.0066974254166172,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,0.1,0.03688170889743094,0.9631182911025691,0.9943127342686945,1.0323890050207791,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,0.3,0.1367515571979763,0.8632484428020237,0.9789125160355873,1.1339870047817622,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,1.0,0.40801809813370715,0.5919819018662928,0.9370824341756597,1.5829579100668394,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,3.0,0.6711994356708678,0.3288005643291322,0.8964991139651775,2.7265741340631466,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,4-hydroxybenzoate,10.0,0.7974981033714155,0.20250189662858453,0.87702349566559,4.330939661637679,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.004244601426520155,0.9957553985734798,0.9993472421844865,1.0036071545443312,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.024745457342366564,0.9752545426576334,0.9961945094354996,1.021471283507999,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.11268853046186572,0.8873114695381343,0.9826701469499275,1.1074692266306774,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.4019546224994526,0.5980453775005474,0.9381852393303669,1.5687525974222718,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.6868288795082191,0.31317112049178086,0.8943757319077711,2.855869118784993,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.801913735420488,0.19808626457951195,0.8766773589404946,4.425735226021165,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.03,0.003360874466609586,0.9966391255333904,0.9994817434779303,1.0028522038436114,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.1,0.021679998200385433,0.9783200017996145,0.9966568818391057,1.0187432333037867,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.3,0.1087568668027225,0.8912431331972775,0.9832293779192438,1.1032111679693637,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
